ACEI,Type,dmd,Description
Captopril,ACEI,8320011000001103,Captopril 3.125mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8320111000001102,Captopril 500micrograms/5ml oral solution (Special Order) (product)
Captopril,ACEI,8320211000001108,Captopril 500micrograms/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8320311000001100,Captopril 3.125mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8320411000001107,Captopril 500micrograms/5ml oral suspension 1 ml (product)
Captopril,ACEI,8320611000001105,Captopril 500micrograms/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8320711000001101,Captopril 500micrograms/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8320811000001109,Captopril 3.125mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8320911000001104,Captopril 3.125mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8321011000001107,Captopril 50mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8321211000001102,Captopril 50mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8321411000001103,Captopril 50mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8321711000001109,Captopril 50mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8321811000001101,Captopril 50mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8321911000001106,Captopril 4mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8322011000001104,Captopril 50mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8322111000001103,Captopril 4mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8322211000001109,Captopril 4mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8322311000001101,Captopril 6.25mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8322411000001108,Captopril 6.25mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8322611000001106,Captopril 6.25mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8322711000001102,Captopril 6.25mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8322811000001105,Captopril 6.25mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8322911000001100,Captopril 6.25mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8323111000001109,Captopril 4mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8323311000001106,Captopril 4mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8323411000001104,Captopril 4mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8323511000001100,Captopril 6.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8323611000001101,Captopril 6.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8323711000001105,Captopril 6.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8323811000001102,Captopril 3mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8323911000001107,Captopril 31.25mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8324011000001105,Captopril 3mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8324111000001106,Captopril 6.5mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8324211000001100,Captopril 6.5mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8324311000001108,Captopril 3mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8324411000001101,Captopril 6.5mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8324511000001102,Captopril 9mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8324611000001103,Captopril 3mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8324711000001107,Captopril 9mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8324811000001104,Captopril 3mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8324911000001109,Captopril 9mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8325011000001109,Captopril 3mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8325111000001105,Captopril 7.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8325211000001104,Captopril 9mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8325311000001107,Captopril 9mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8325411000001100,Captopril 7.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8325511000001101,Captopril 9mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8325611000001102,Captopril 5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8325711000001106,Captopril 31.25mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8325811000001103,Captopril 7.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8325911000001108,Captopril 5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8326211000001105,Captopril 7.5mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8326311000001102,Captopril 5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8326511000001108,Captopril 7.5mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8326611000001107,Captopril 31.25mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8326711000001103,Captopril 7.5mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8327711000001100,Captopril 31.25mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8327811000001108,Captopril 31.25mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8327911000001103,Captopril 31.25mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8328211000001106,Captopril 5mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8328611000001108,Captopril 5mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8328811000001107,Captopril 5mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8329211000001101,Captopril 6mg/5ml oral solution 1 ml (product)
Captopril,ACEI,8329511000001103,Captopril 6mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,8329711000001108,Captopril 6mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,8330911000001101,Captopril 6mg/5ml oral suspension 1 ml (product)
Captopril,ACEI,8331311000001107,Captopril 6mg/5ml oral suspension (Special Order) (product)
Captopril,ACEI,8331511000001101,Captopril 6mg/5ml oral suspension (Special Order) 1 ml (product)
Captopril,ACEI,8346311000001100,Captopril 1.25mg/5ml oral solution (product)
Captopril,ACEI,8346411000001107,Captopril 1.25mg/5ml oral suspension (product)
Captopril,ACEI,8346511000001106,Captopril 1.5mg/5ml oral solution (product)
Captopril,ACEI,8346611000001105,Captopril 1.5mg/5ml oral suspension (product)
Captopril,ACEI,8346711000001101,Captopril 10mg/5ml oral solution (product)
Captopril,ACEI,8346811000001109,Captopril 10mg/5ml oral suspension (product)
Captopril,ACEI,8346911000001104,Captopril 11.25mg/5ml oral solution (product)
Captopril,ACEI,8347011000001100,Captopril 11.25mg/5ml oral suspension (product)
Captopril,ACEI,8347111000001104,Captopril 12.5mg/5ml oral solution (product)
Captopril,ACEI,8347211000001105,Captopril 12.5mg/5ml oral suspension (product)
Captopril,ACEI,8347311000001102,Captopril 15mg/5ml oral solution (product)
Captopril,ACEI,8347411000001109,Captopril 15mg/5ml oral suspension (product)
Captopril,ACEI,8347511000001108,Captopril 17mg/5ml oral solution (product)
Captopril,ACEI,8347611000001107,Captopril 17mg/5ml oral suspension (product)
Captopril,ACEI,8347811000001106,Captopril 1mg/5ml oral solution (product)
Captopril,ACEI,8347911000001101,Captopril 1mg/5ml oral suspension (product)
Captopril,ACEI,8348011000001104,Captopril 2.5mg/5ml oral solution (product)
Captopril,ACEI,8348111000001103,Captopril 2.5mg/5ml oral suspension (product)
Captopril,ACEI,8348211000001109,Captopril 20mg/5ml oral solution (product)
Captopril,ACEI,8348311000001101,Captopril 20mg/5ml oral suspension (product)
Captopril,ACEI,8348511000001107,Captopril 25mg/5ml oral solution (product)
Captopril,ACEI,8348611000001106,Captopril 25mg/5ml oral suspension (product)
Captopril,ACEI,8348711000001102,Captopril 2mg/5ml oral solution (product)
Captopril,ACEI,8348811000001105,Captopril 2mg/5ml oral suspension (product)
Captopril,ACEI,8349711000001106,Captopril 3.125mg/5ml oral solution (product)
Captopril,ACEI,8349911000001108,Captopril 3.125mg/5ml oral suspension (product)
Captopril,ACEI,8350011000001104,Captopril 3.25mg/5ml oral solution (product)
Captopril,ACEI,8350111000001103,Captopril 3.25mg/5ml oral suspension (product)
Captopril,ACEI,8350211000001109,Captopril 31.25mg/5ml oral solution (product)
Captopril,ACEI,8350311000001101,Captopril 31.25mg/5ml oral suspension (product)
Captopril,ACEI,8350511000001107,Captopril 3mg/5ml oral solution (product)
Captopril,ACEI,8350611000001106,Captopril 3mg/5ml oral suspension (product)
Captopril,ACEI,8350811000001105,Captopril 4mg/5ml oral solution (product)
Captopril,ACEI,8350911000001100,Captopril 4mg/5ml oral suspension (product)
Captopril,ACEI,8351011000001108,Captopril 500micrograms/5ml oral solution (product)
Captopril,ACEI,8351111000001109,Captopril 500micrograms/5ml oral suspension (product)
Captopril,ACEI,8351211000001103,Captopril 50mg/5ml oral solution (product)
Captopril,ACEI,8351511000001100,Captopril 50mg/5ml oral suspension (product)
Captopril,ACEI,8351611000001101,Captopril 5mg/5ml oral solution (product)
Captopril,ACEI,8351811000001102,Captopril 5mg/5ml oral suspension (product)
Captopril,ACEI,8351911000001107,Captopril 6.25mg/5ml oral solution (product)
Captopril,ACEI,8352011000001100,Captopril 6.25mg/5ml oral suspension (product)
Captopril,ACEI,8353311000001107,Captopril 6.5mg/5ml oral solution (product)
Captopril,ACEI,8353411000001100,Captopril 6.5mg/5ml oral suspension (product)
Captopril,ACEI,8353511000001101,Captopril 6mg/5ml oral solution (product)
Captopril,ACEI,8353611000001102,Captopril 6mg/5ml oral suspension (product)
Captopril,ACEI,8353811000001103,Captopril 7.5mg/5ml oral solution (product)
Captopril,ACEI,8353911000001108,Captopril 7.5mg/5ml oral suspension (product)
Captopril,ACEI,8354411000001102,Captopril 9mg/5ml oral solution (product)
Captopril,ACEI,8354511000001103,Captopril 9mg/5ml oral suspension (product)
Captopril,ACEI,8743411000001103,Captopril 2mg capsules 1 capsule (product)
Captopril,ACEI,8743511000001104,Captopril 2mg capsules (Special Order) (product)
Captopril,ACEI,8743611000001100,Captopril 2mg capsules (Special Order) 1 capsule (product)
Captopril,ACEI,8743711000001109,Captopril 4mg capsules 1 capsule (product)
Captopril,ACEI,8743811000001101,Captopril 4mg capsules (Special Order) (product)
Captopril,ACEI,8743911000001106,Captopril 4mg capsules (Special Order) 1 capsule (product)
Captopril,ACEI,8791811000001109,Captopril 2mg capsules (product)
Captopril,ACEI,8791911000001104,Captopril 4mg capsules (product)
Captopril,ACEI,8807211000001103,Captopril 3mg oral powder sachets 1 sachet (product)
Captopril,ACEI,8807311000001106,Captopril 3mg oral powder sachets (Special Order) (product)
Captopril,ACEI,8807411000001104,Captopril 3mg oral powder sachets (Special Order) 1 sachet (product)
Captopril,ACEI,8816111000001109,Captopril 3mg oral powder sachets (product)
Captopril,ACEI + TZ,9193901000001105,Acezide (product)
Captopril,ACEI,9233101000001103,Capoten (product)
Captopril,ACEI + TZ,9233201000001105,Capozide (product)
Captopril,ACEI,9233501000001108,Captomex (product)
Captopril,ACEI,9272401000001102,Ecopace (product)
Captopril,ACEI,9363601000001106,Tensopril (product)
Captopril,ACEI,9533201000001102,Kaplon (product)
Captopril,ACEI + TZ,9839211000001104,Co-zidocapt (product)
Captopril,ACEI + TZ,10469411000001102,Capozide 25mg/50mg tablets (PI) (Dowelhurst Ltd) 28 tablet (product)
Captopril,ACEI + TZ,10498311000001100,Capozide 25mg/50mg tablets (PI) (Waymade Ltd) 28 tablet (product)
Captopril,ACEI,11056411000001100,Capoten 25mg tablets (Waymade Ltd) 60 tablet (product)
Captopril,ACEI,11056611000001102,Captopril 50mg tablets 60 tablet (product)
Captopril,ACEI,11056711000001106,Capoten 50mg tablets (Waymade Ltd) 60 tablet (product)
Captopril,ACEI + TZ,11112201000001101,CAPOZIDE 50mg/25mg tablets
Captopril,ACEI,11484411000001106,Captopril 5mg tablets 1 tablet (product)
Captopril,ACEI,11484511000001105,Captopril 5mg tablets (Special Order) (product)
Captopril,ACEI,11484611000001109,Captopril 5mg tablets (Special Order) 1 tablet (product)
Captopril,ACEI,11490011000001105,Captopril 5mg tablets (product)
Captopril,ACEI,11980601000001101,Noyada (product)
Captopril,ACEI,12170201000001109,NOYADA 5mg/5mL oral solution
Captopril,ACEI,12170301000001100,CAPTOPRIL 5mg/5mL oral solution
Captopril,ACEI,12170401000001108,NOYADA 25mg/5mL oral solution
Captopril,ACEI,12170501000001107,CAPTOPRIL 25mg/5mL oral solution
Captopril,ACEI,12282011000001105,Captopril 1.6mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12282211000001100,Captopril 1.6mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12282411000001101,Captopril 1.6mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12283111000001100,Captopril 1.75mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12283411000001105,Captopril 1.75mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12283611000001108,Captopril 1.75mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12291411000001107,Captopril 1.6mg/5ml oral solution (product)
Captopril,ACEI,12291511000001106,Captopril 1.75mg/5ml oral solution (product)
Captopril,ACEI,12305411000001103,Captopril 100micrograms/5ml oral solution 1 ml (product)
Captopril,ACEI,12305711000001109,Captopril 100micrograms/5ml oral solution (Special Order) (product)
Captopril,ACEI,12305811000001101,Captopril 100micrograms/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12305911000001106,Captopril 100mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12306011000001103,Captopril 100mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12306111000001102,Captopril 100mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12306311000001100,Captopril 12mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12306511000001106,Captopril 12mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12307111000001104,Captopril 12mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12307711000001103,Captopril 15.625mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12307911000001101,Captopril 15.625mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12308011000001104,Captopril 15.625mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12308511000001107,Captopril 17.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12308611000001106,Captopril 17.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12308711000001102,Captopril 17.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12309111000001105,Captopril 18.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12309211000001104,Captopril 18.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12309311000001107,Captopril 18.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12309711000001106,Captopril 22.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12309811000001103,Captopril 22.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12310011000001103,Captopril 22.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12310611000001105,Captopril 3.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12310711000001101,Captopril 3.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12310911000001104,Captopril 3.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12311011000001107,Captopril 30mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12311311000001105,Captopril 30mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12311411000001103,Captopril 30mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12311511000001104,Captopril 5.4mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12311611000001100,Captopril 5.4mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12311711000001109,Captopril 5.4mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12312411000001108,Captopril 100mg/5ml oral solution (product)
Captopril,ACEI,12312511000001107,Captopril 100micrograms/5ml oral solution (product)
Captopril,ACEI,12312611000001106,Captopril 12mg/5ml oral solution (product)
Captopril,ACEI,12312711000001102,Captopril 15.625mg/5ml oral solution (product)
Captopril,ACEI,12312811000001105,Captopril 17.5mg/5ml oral solution (product)
Captopril,ACEI,12312911000001100,Captopril 18.5mg/5ml oral solution (product)
Captopril,ACEI,12313011000001108,Captopril 22.5mg/5ml oral solution (product)
Captopril,ACEI,12313111000001109,Captopril 3.5mg/5ml oral solution (product)
Captopril,ACEI,12313211000001103,Captopril 30mg/5ml oral solution (product)
Captopril,ACEI,12313311000001106,Captopril 5.4mg/5ml oral solution (product)
Captopril,ACEI,12321311000001100,Captopril 7mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12321411000001107,Captopril 7mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12321711000001101,Captopril 7mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12322311000001109,Captopril 8mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12322411000001102,Captopril 8mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12322511000001103,Captopril 8mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12344311000001104,Captopril 62.5mg/5ml oral solution 1 ml (product)
Captopril,ACEI,12344411000001106,Captopril 62.5mg/5ml oral solution (Special Order) (product)
Captopril,ACEI,12344511000001105,Captopril 62.5mg/5ml oral solution (Special Order) 1 ml (product)
Captopril,ACEI,12387111000001103,Captopril 62.5mg/5ml oral solution (product)
Captopril,ACEI,12387211000001109,Captopril 7mg/5ml oral solution (product)
Captopril,ACEI,12387311000001101,Captopril 8mg/5ml oral solution (product)
Captopril,ACEI,13196211000001107,Captopril 12.5mg tablets (Dowelhurst Ltd) (product)
Captopril,ACEI,13196311000001104,Captopril 12.5mg tablets (Dowelhurst Ltd) 56 tablet (product)
Captopril,ACEI,13196411000001106,Captopril 25mg tablets (Dowelhurst Ltd) 56 tablet (product)
Captopril,ACEI,13196811000001108,Captopril 50mg tablets (Dowelhurst Ltd) (product)
Captopril,ACEI,13196911000001103,Captopril 50mg tablets (Dowelhurst Ltd) 56 tablet (product)
Captopril,ACEI,13741311000001109,Captopril 12.5mg tablets (Tillomed Laboratories Ltd) (product)
Captopril,ACEI,13741411000001102,Captopril 12.5mg tablets (Tillomed Laboratories Ltd) 56 tablet (product)
Captopril,ACEI,13741511000001103,Captopril 12.5mg tablets (Tillomed Laboratories Ltd) 100 tablet (product)
Captopril,ACEI,13741611000001104,Captopril 25mg tablets (Tillomed Laboratories Ltd) (product)
Captopril,ACEI,13741711000001108,Captopril 25mg tablets (Tillomed Laboratories Ltd) 56 tablet (product)
Captopril,ACEI,13741811000001100,Captopril 25mg tablets (Tillomed Laboratories Ltd) 100 tablet (product)
