ARB,Type,dmd,Description
Candesartan,ARB,29777211000001108,Candesartan 2mg tablets (Sigma Pharmaceuticals Plc) (product)
Candesartan,ARB,29777311000001100,Candesartan 2mg tablets (Sigma Pharmaceuticals Plc) 7 tablet (product)
Candesartan,ARB,29777411000001107,Candesartan 32mg tablets (Sigma Pharmaceuticals Plc) (product)
Candesartan,ARB,29777711000001101,Candesartan 32mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Candesartan,ARB,29777811000001109,Candesartan 4mg tablets (Sigma Pharmaceuticals Plc) (product)
Candesartan,ARB,29777911000001104,Candesartan 4mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Candesartan,ARB,29778011000001102,Candesartan 8mg tablets (Sigma Pharmaceuticals Plc) (product)
Candesartan,ARB,29778111000001101,Candesartan 8mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Candesartan,ARB,29959611000001109,Amias 2mg tablets (Lexon (UK) Ltd) (product)
Candesartan,ARB,29959711000001100,Amias 2mg tablets (Lexon (UK) Ltd) 7 tablet (product)
Candesartan,ARB,29959811000001108,Amias 32mg tablets (Lexon (UK) Ltd) (product)
Candesartan,ARB,29959911000001103,Amias 32mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Candesartan,ARB,32396911000001100,Candesartan 4mg tablets (Kent Pharmaceuticals Ltd) (product)
Candesartan,ARB,32397011000001101,Candesartan 4mg tablets (Kent Pharmaceuticals Ltd) 7 tablet (product)
Candesartan,ARB,32397111000001100,Candesartan 4mg tablets (Kent Pharmaceuticals Ltd) 28 tablet (product)
Candesartan,ARB,32397211000001106,Candesartan 32mg tablets (Kent Pharmaceuticals Ltd) (product)
Candesartan,ARB,32397311000001103,Candesartan 32mg tablets (Kent Pharmaceuticals Ltd) 28 tablet (product)
Candesartan,ARB,32554411000001109,Candesartan 8mg tablets (Tillomed Laboratories Ltd) (product)
Candesartan,ARB,32554511000001108,Candesartan 8mg tablets (Tillomed Laboratories Ltd) 28 tablet (product)
Candesartan,ARB,32554811000001106,Candesartan 16mg tablets (Tillomed Laboratories Ltd) (product)
Candesartan,ARB,32554911000001101,Candesartan 16mg tablets (Tillomed Laboratories Ltd) 28 tablet (product)
Candesartan,ARB,32555411000001105,Candesartan 32mg tablets (Tillomed Laboratories Ltd) (product)
Candesartan,ARB,32555611000001108,Candesartan 32mg tablets (Tillomed Laboratories Ltd) 28 tablet (product)
Candesartan,ARB,32746311000001107,Candesartan 8mg tablets (Genesis Pharmaceuticals Ltd) (product)
Candesartan,ARB,32746411000001100,Candesartan 8mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,32746511000001101,Candesartan 16mg tablets (Genesis Pharmaceuticals Ltd) (product)
Candesartan,ARB,32746611000001102,Candesartan 16mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,32746711000001106,Candesartan 32mg tablets (Genesis Pharmaceuticals Ltd) (product)
Candesartan,ARB,32746811000001103,Candesartan 32mg tablets (Genesis Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,33582711000001106,Candesartan 4mg tablets (Mylan Ltd) (product)
Candesartan,ARB,33582811000001103,Candesartan 4mg tablets (Mylan Ltd) 28 tablet (product)
Candesartan,ARB,33582911000001108,Candesartan 8mg tablets (Mylan Ltd) (product)
Candesartan,ARB,33583011000001100,Candesartan 8mg tablets (Mylan Ltd) 28 tablet (product)
Candesartan,ARB,33583111000001104,Candesartan 16mg tablets (Mylan Ltd) (product)
Candesartan,ARB,33583211000001105,Candesartan 16mg tablets (Mylan Ltd) 28 tablet (product)
Candesartan,ARB,33583411000001109,Candesartan 32mg tablets (Mylan Ltd) (product)
Candesartan,ARB,33583511000001108,Candesartan 32mg tablets (Mylan Ltd) 28 tablet (product)
Candesartan,ARB,34006411000001103,Candesartan 16mg tablets (Crescent Pharma Ltd) (product)
Candesartan,ARB,34006511000001104,Candesartan 16mg tablets (Crescent Pharma Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34007311000001108,Candesartan 32mg tablets (Crescent Pharma Ltd) (product)
Candesartan,ARB,34007411000001101,Candesartan 32mg tablets (Crescent Pharma Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34007511000001102,Candesartan 4mg tablets (Crescent Pharma Ltd) (product)
Candesartan,ARB,34007611000001103,Candesartan 4mg tablets (Crescent Pharma Ltd) 7 tablet (product)
Candesartan,ARB,34007811000001104,Candesartan 8mg tablets (Crescent Pharma Ltd) (product)
Candesartan,ARB,34007911000001109,Candesartan 8mg tablets (Crescent Pharma Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34008111000001107,Candesartan 2mg tablets (Crescent Pharma Ltd) (product)
Candesartan,ARB,34008211000001101,Candesartan 2mg tablets (Crescent Pharma Ltd) 7 tablet (product)
Candesartan,ARB,34346211000001109,Candesartan 4mg tablets (Crescent Pharma Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34678111000001109,Candesartan 4mg tablets (Almus Pharmaceuticals Ltd) (product)
Candesartan,ARB,34678311000001106,Candesartan 4mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34678611000001101,Candesartan 8mg tablets (Almus Pharmaceuticals Ltd) (product)
Candesartan,ARB,34678711000001105,Candesartan 8mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34678811000001102,Candesartan 16mg tablets (Almus Pharmaceuticals Ltd) (product)
Candesartan,ARB,34678911000001107,Candesartan 16mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,34679011000001103,Candesartan 32mg tablets (Almus Pharmaceuticals Ltd) (product)
Candesartan,ARB,34679111000001102,Candesartan 32mg tablets (Almus Pharmaceuticals Ltd) 28 tablet 4 x 7 tablets (product)
Candesartan,ARB,35139211000001103,Candesartan 2mg tablets (Milpharm Ltd) (product)
Candesartan,ARB,35139311000001106,Candesartan 2mg tablets (Milpharm Ltd) 7 tablet (product)
Candesartan,ARB,35139711000001105,Candesartan 4mg tablets (Milpharm Ltd) (product)
Candesartan,ARB,35140011000001101,Candesartan 4mg tablets (Milpharm Ltd) 28 tablet (product)
Candesartan,ARB,35140111000001100,Candesartan 8mg tablets (Milpharm Ltd) (product)
Candesartan,ARB,35140211000001106,Candesartan 8mg tablets (Milpharm Ltd) 28 tablet (product)
Candesartan,ARB,35140311000001103,Candesartan 16mg tablets (Milpharm Ltd) (product)
Candesartan,ARB,35140411000001105,Candesartan 16mg tablets (Milpharm Ltd) 28 tablet (product)
Candesartan,ARB,35140511000001109,Candesartan 32mg tablets (Milpharm Ltd) (product)
Candesartan,ARB,35140611000001108,Candesartan 32mg tablets (Milpharm Ltd) 28 tablet (product)
Candesartan,ARB,36492311000001107,Candesartan 8mg tablets (Xiromed) (product)
Candesartan,ARB,36492411000001100,Candesartan 8mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,36492511000001101,Candesartan 16mg tablets (Xiromed) (product)
Candesartan,ARB,36492611000001102,Candesartan 16mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,36500911000001104,Candesartan 32mg tablets (Xiromed) (product)
Candesartan,ARB,36501011000001107,Candesartan 32mg tablets (Xiromed) 28 tablet 2 x 14 tablets (product)
Candesartan,ARB,36855611000001108,Candesartan 2mg tablets (Torrent Pharma (UK) Ltd) (product)
Candesartan,ARB,36855711000001104,Candesartan 2mg tablets (Torrent Pharma (UK) Ltd) 7 tablet (product)
Candesartan,ARB,36855811000001107,Candesartan 4mg tablets (Torrent Pharma (UK) Ltd) (product)
Candesartan,ARB,36855911000001102,Candesartan 4mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Candesartan,ARB,36856011000001105,Candesartan 8mg tablets (Torrent Pharma (UK) Ltd) (product)
Candesartan,ARB,36856111000001106,Candesartan 8mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Candesartan,ARB,36856211000001100,Candesartan 16mg tablets (Torrent Pharma (UK) Ltd) (product)
Candesartan,ARB,36856311000001108,Candesartan 16mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Candesartan,ARB,36856411000001101,Candesartan 32mg tablets (Torrent Pharma (UK) Ltd) (product)
Candesartan,ARB,36856511000001102,Candesartan 32mg tablets (Torrent Pharma (UK) Ltd) 28 tablet (product)
Candesartan,ARB,36876011000001107,Candesartan 16mg/5ml oral solution 1 ml (product)
Candesartan,ARB,36876111000001108,Candesartan 16mg/5ml oral solution (Special Order) (product)
Candesartan,ARB,36876211000001102,Candesartan 16mg/5ml oral solution (Special Order) 1 ml (product)
Candesartan,ARB,36903211000001105,Candesartan 16mg/5ml oral solution (product)
Candesartan,ARB,37047311000001109,Candesartan 4mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Candesartan,ARB,37049711000001100,Candesartan 32mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Candesartan,ARB,37049911000001103,Candesartan 32mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Candesartan,ARB,37055011000001101,Candesartan 4mg tablets (Mawdsley-Brooks & Company Ltd) 7 tablet (product)
Candesartan,ARB,37055211000001106,Candesartan 4mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Candesartan,ARB,37055311000001103,Candesartan 8mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Candesartan,ARB,37055411000001105,Candesartan 8mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Candesartan,ARB,37055511000001109,Candesartan 16mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Candesartan,ARB,37055611000001108,Candesartan 16mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Eprosartan,ARB,151411000001103,Teveten 400mg tablets (Solvay Healthcare Ltd) (product)
Eprosartan,ARB,401211000001105,Teveten 300mg tablets (Solvay Healthcare Ltd) (product)
Eprosartan,ARB,872011000001109,Teveten 600mg tablets (Solvay Healthcare Ltd) (product)
Eprosartan,ARB,949911000001105,Eprosartan 400mg tablets 56 tablet (product)
Eprosartan,ARB,1032711000001107,Eprosartan 300mg tablets 28 tablet (product)
Eprosartan,ARB,1303111000001107,Eprosartan 600mg tablets 28 tablet (product)
Eprosartan,ARB,1397511000001106,Teveten 600mg tablets (Solvay Healthcare Ltd) 28 tablet 4 x 7 tablets (product)
Eprosartan,ARB,2169311000001102,Teveten 400mg tablets (Solvay Healthcare Ltd) 56 tablet 4 x 14 tablets (product)
Eprosartan,ARB,2171111000001107,Teveten 300mg tablets (Solvay Healthcare Ltd) 28 tablet 2 x 14 tablets (product)
Eprosartan,ARB,3530711000001101,Eprosartan (substance)
Eprosartan,ARB,3675001000001102,Eprosartan 300mg tablet - product
Eprosartan,ARB,3675101000001101,Eprosartan 400mg tablet - product
Eprosartan,ARB,3675201000001108,Eprosartan 600mg tablet - product
Eprosartan,ARB,3675301000001104,Teveten 300mg tablet
Eprosartan,ARB,3675401000001107,Teveten 400mg tablet
Eprosartan,ARB,3675501000001106,Teveten (qualifier value)
Eprosartan,ARB,3687301000001101,Teveten 600mg tablet
Eprosartan,ARB,5419411000001107,Teveten 300mg tablets (PI) (Waymade Ltd) (product)
Eprosartan,ARB,5419511000001106,Teveten 300mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
Eprosartan,ARB,5419711000001101,Teveten 600mg tablets (PI) (Waymade Ltd) (product)
Eprosartan,ARB,5419911000001104,Teveten 600mg tablets (PI) (Waymade Ltd) 28 tablet 2 x 14 tablets (product)
Eprosartan,ARB,5587211000001106,Teveten 600mg tablets (PI) (Dowelhurst Ltd) (product)
Eprosartan,ARB,5587311000001103,Teveten 600mg tablets (PI) (Dowelhurst Ltd) 28 tablet 4 x 7 tablets (product)
Eprosartan,ARB,5622711000001104,Eprosartan 300mg tablets 56 tablet (product)
Eprosartan,ARB,5622811000001107,Teveten 300mg tablets (PI) (Dowelhurst Ltd) (product)
Eprosartan,ARB,5622911000001102,Teveten 300mg tablets (PI) (Dowelhurst Ltd) 56 tablet 4 x 14 tablets (product)
Eprosartan,ARB,9365001000001102,Teveten (product)
Eprosartan,ARB,13208911000001104,Teveten 300mg tablets (Dowelhurst Ltd) 28 tablet (product)
Eprosartan,ARB,13991311000001109,Teveten 300mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Eprosartan,ARB,13991511000001103,Teveten 300mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Eprosartan,ARB,13991711000001108,Teveten 600mg tablets (Doncaster Pharmaceuticals Ltd) (product)
Eprosartan,ARB,13991811000001100,Teveten 600mg tablets (Doncaster Pharmaceuticals Ltd) 28 tablet (product)
Eprosartan,ARB,14663411000001103,Teveten 300mg tablets (Sigma Pharmaceuticals Plc) (product)
Eprosartan,ARB,14663611000001100,Teveten 300mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Eprosartan,ARB,14663911000001106,Teveten 300mg tablets (Sigma Pharmaceuticals Plc) 56 tablet (product)
Eprosartan,ARB,14664111000001105,Teveten 600mg tablets (Sigma Pharmaceuticals Plc) (product)
Eprosartan,ARB,14664311000001107,Teveten 600mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Eprosartan,ARB,15695211000001106,Eprosartan 300mg/5ml oral solution 1 ml (product)
Eprosartan,ARB,15695511000001109,Eprosartan 300mg/5ml oral solution (Special Order) (product)
Eprosartan,ARB,15695811000001107,Eprosartan 300mg/5ml oral solution (Special Order) 1 ml (product)
Eprosartan,ARB,15696311000001108,Eprosartan 300mg/5ml oral suspension 1 ml (product)
Eprosartan,ARB,15696411000001101,Eprosartan 300mg/5ml oral suspension (Special Order) (product)
Eprosartan,ARB,15696511000001102,Eprosartan 300mg/5ml oral suspension (Special Order) 1 ml (product)
Eprosartan,ARB,15774011000001103,Eprosartan 300mg/5ml oral solution (product)
Eprosartan,ARB,15774111000001102,Eprosartan 300mg/5ml oral suspension (product)
Eprosartan,ARB,16272411000001109,Teveten 300mg tablets (Lexon (UK) Ltd) (product)
Eprosartan,ARB,16272611000001107,Teveten 300mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Eprosartan,ARB,16273011000001109,Teveten 600mg tablets (Lexon (UK) Ltd) (product)
Eprosartan,ARB,16273311000001107,Teveten 600mg tablets (Lexon (UK) Ltd) 28 tablet (product)
Eprosartan,ARB,16678311000001101,Teveten 300mg tablets (Stephar (U.K.) Ltd) (product)
Eprosartan,ARB,16678411000001108,Teveten 300mg tablets (Stephar (U.K.) Ltd) 28 tablet (product)
Eprosartan,ARB,17464411000001107,Teveten 300mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Eprosartan,ARB,17464511000001106,Teveten 300mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Eprosartan,ARB,17464611000001105,Teveten 300mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet (product)
Eprosartan,ARB,17464711000001101,Teveten 400mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Eprosartan,ARB,17464811000001109,Teveten 400mg tablets (Mawdsley-Brooks & Company Ltd) 56 tablet (product)
Eprosartan,ARB,17464911000001104,Teveten 600mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Eprosartan,ARB,17465011000001104,Teveten 600mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Eprosartan,ARB,18198811000001108,Teveten 300mg tablets (Necessity Supplies Ltd) (product)
Eprosartan,ARB,18198911000001103,Teveten 300mg tablets (Necessity Supplies Ltd) 56 tablet (product)
Eprosartan,ARB,18199011000001107,Teveten 600mg tablets (Necessity Supplies Ltd) (product)
Eprosartan,ARB,18199111000001108,Teveten 600mg tablets (Necessity Supplies Ltd) 28 tablet (product)
Eprosartan,ARB,21229311000001108,Eprosartan 300mg tablets (A A H Pharmaceuticals Ltd) (product)
Eprosartan,ARB,21229411000001101,Eprosartan 300mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Eprosartan,ARB,21229511000001102,Eprosartan 400mg tablets (A A H Pharmaceuticals Ltd) (product)
Eprosartan,ARB,21229611000001103,Eprosartan 400mg tablets (A A H Pharmaceuticals Ltd) 56 tablet 4 x 14 tablets (product)
Eprosartan,ARB,21229711000001107,Eprosartan 600mg tablets (A A H Pharmaceuticals Ltd) (product)
Eprosartan,ARB,21229811000001104,Eprosartan 600mg tablets (A A H Pharmaceuticals Ltd) 28 tablet 2 x 14 tablets (product)
Eprosartan,ARB,21232811000001106,Eprosartan 300mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Eprosartan,ARB,21232911000001101,Eprosartan 300mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet (product)
Eprosartan,ARB,21233011000001109,Eprosartan 400mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Eprosartan,ARB,21233111000001105,Eprosartan 400mg tablets (Alliance Healthcare (Distribution) Ltd) 56 tablet (product)
Eprosartan,ARB,21233211000001104,Eprosartan 600mg tablets (Alliance Healthcare (Distribution) Ltd) (product)
Eprosartan,ARB,21233311000001107,Eprosartan 600mg tablets (Alliance Healthcare (Distribution) Ltd) 28 tablet (product)
Eprosartan,ARB,23593311000001104,Eprosartan 300mg tablets (Waymade Healthcare Plc) (product)
Eprosartan,ARB,23593411000001106,Eprosartan 300mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Eprosartan,ARB,23593511000001105,Eprosartan 400mg tablets (Waymade Healthcare Plc) (product)
Eprosartan,ARB,23593611000001109,Eprosartan 400mg tablets (Waymade Healthcare Plc) 56 tablet (product)
Eprosartan,ARB,23593711000001100,Eprosartan 600mg tablets (Waymade Healthcare Plc) (product)
Eprosartan,ARB,23593811000001108,Eprosartan 600mg tablets (Waymade Healthcare Plc) 28 tablet (product)
Eprosartan,ARB,23913811000001104,Eprosartan 300mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Eprosartan,ARB,23914011000001107,Eprosartan 300mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Eprosartan,ARB,23914111000001108,Eprosartan 400mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Eprosartan,ARB,23914311000001105,Eprosartan 400mg tablets (Phoenix Healthcare Distribution Ltd) 56 tablet (product)
Eprosartan,ARB,23914411000001103,Eprosartan 600mg tablets (Phoenix Healthcare Distribution Ltd) (product)
Eprosartan,ARB,23914511000001104,Eprosartan 600mg tablets (Phoenix Healthcare Distribution Ltd) 28 tablet (product)
Eprosartan,ARB,23974511000001106,Eprosartan 600mg tablets (DE Pharmaceuticals) (product)
Eprosartan,ARB,23974611000001105,Eprosartan 600mg tablets (DE Pharmaceuticals) 28 tablet (product)
Eprosartan,ARB,29850011000001103,Eprosartan 300mg tablets (Sigma Pharmaceuticals Plc) (product)
Eprosartan,ARB,29850111000001102,Eprosartan 300mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Eprosartan,ARB,29850211000001108,Eprosartan 400mg tablets (Sigma Pharmaceuticals Plc) (product)
Eprosartan,ARB,29850311000001100,Eprosartan 400mg tablets (Sigma Pharmaceuticals Plc) 56 tablet (product)
Eprosartan,ARB,29850511000001106,Eprosartan 600mg tablets (Sigma Pharmaceuticals Plc) (product)
Eprosartan,ARB,29850611000001105,Eprosartan 600mg tablets (Sigma Pharmaceuticals Plc) 28 tablet (product)
Eprosartan,ARB,30053411000001103,Eprosartan 300mg tablets (DE Pharmaceuticals) (product)
Eprosartan,ARB,30053511000001104,Eprosartan 300mg tablets (DE Pharmaceuticals) 28 tablet (product)
Eprosartan,ARB,30053611000001100,Eprosartan 400mg tablets (DE Pharmaceuticals) (product)
Eprosartan,ARB,30053711000001109,Eprosartan 400mg tablets (DE Pharmaceuticals) 56 tablet (product)
Eprosartan,ARB,30125411000001105,Eprosartan 600mg tablets (Mawdsley-Brooks & Company Ltd) (product)
Eprosartan,ARB,30125511000001109,Eprosartan 600mg tablets (Mawdsley-Brooks & Company Ltd) 28 tablet (product)
Eprosartan,ARB,30276111000001105,Eprosartan 300mg tablets (Creo Pharma Ltd) (product)
Eprosartan,ARB,30276211000001104,Eprosartan 300mg tablets (Creo Pharma Ltd) 28 tablet (product)
